text,topic,topic_int
The Lowdown on the Flaws in Computer Chips,Business,1
A Shot Worth Waiting For,Sports,0
Network Rediscovers Trump Country With Reboot of ‘Roseanne’,Business,1
Mound Is a Microcosm of Archrivals’ Disparity,Sports,0
"‘Fargo’ Season 3 Premiere: Brothers, Who Art Thou?",Culture,3
Inside Amazon’s Store of the Future,Business,1
‘Ernest Shackleton Loves Me’ raises a trekker from the dead as a heartthrob in this spunky new musical.,Culture,3
Tesla in Need Of Recharge After a Series Of Setbacks,Business,1
"Dana Carvey Plays John Bolton With a ‘Hair Trigger,’ Emphasis on Hair",Culture,3
The bodies of Russia’s young female skaters are breaking down as they push their performance in pursuit of gold medals and more difficult jumps.,Sports,0
"Feeling It Has an Edge, China Sets a Hard Line on U.S. Trade Demands",Business,1
Syndergaard’s Decision Is Colored in Blue and Orange,Sports,0
"At Mars, Bezos Hosted  Roboticists, Astronauts,  Other Brainiacs and Me",Business,1
"The host of “The Daily Show” faulted President Trump for naming Dr. Ronny Jackson, the White House physician, as secretary of veterans affairs.",Culture,3
"On Adele’s Big Night, She Lauds Beyoncé",Culture,3
Safety: Gun Laws and Suicide,Science,2
The Matches at Indian Wells Come With a Generous Serving of Opulence,Sports,0
"He Can Cook, Too, So Why Not Marry Harry?",Culture,3
"While the program of Mozart, Tchaikovsky and Haydn, led by the pianist and conductor Jeffrey Kahane, was finely executed, it felt safe and predictable.",Culture,3
Men’s Workouts Tied to Low Libido,Science,2
"Whether you like Tom Brady or not, his performance in the Super Bowl secured his status as the best quarterback of all time.",Sports,0
"The Federal Reserve, buoyed by a strengthening economy, raised rates for a sixth time in three years and indicated another two increases are still expected this year.",Business,1
"The league weighs, measures and pokes its aspiring employees, whose medical histories and genes are analyzed as if they were Wagyu cattle.",Sports,0
VW Executive’s Trip Let F.B.I. Pounce,Business,1
Gig Economy Dealt a Blow By a Ruling In California,Business,1
"When a Beast Awakens, the Giants Go Into Hibernation",Sports,0
Wagner’s Tale of Fools and Blood,Culture,3
The Garden Is Falling. Run.,Sports,0
Jeter Said To Close In On Marlins With Bush,Sports,0
Labor Revolts Signal Threats Beyond Money,Business,1
Senate Votes to Overturn Web Privacy,Business,1
What to Eat?,Science,2
A French verse craze inspired a 1738 farce and now a comedy in couplets by David Ives.,Culture,3
Noah hit the rockiest of rock bottoms in Sunday night’s “The Affair.”,Culture,3
"Set to Lift Rate, Fed Adopts Hope Felt by Investors",Business,1
"Fighting Diabetes, and Leading by Example",Science,2
Suit Alleges Animosity To Women At Point72,Business,1
Samantha Bee Celebrates Conor Lamb’s Win in Pennsylvania,Culture,3
"Contemporary womanhood has its challenges, and this play explores many of them, like sexual harassment, eating disorders, Ophelia complexes and more.",Culture,3
"‘Billions’ Season 3, Episode 6 Recap: Eat or Be Eaten",Culture,3
"Russian winners at these Games will hear the unfamiliar Olympic hymn, from 1896, on the medal stand, rather than their national anthem, a penalty for the country’s doping scandal.",Sports,0
Worried About Hacking? One Word: Update,Business,1
F.D.A. Official Under Bush Is Trump’s Choice to Lead Agency,Science,2
"‘Atlanta’ Season 2, Episode 8 Recap: Is Al Finally Ready to be Paper Boi?",Culture,3
"The artist Zulfikar Ali Bhutto, grandson and namesake of the founder of the Pakistan Peoples Party, is queer, Muslim and proud.",Culture,3
"The user who posted the video, “mike m.,” stands by his baseless theory that a student at the school is really an actor. And he says he’s “not going to stop.”",Business,1
"The drugs don’t work against every cancer — but on rare occasions, they work miracles.",Science,2
Bring Back Asylums?,Science,2
"If Not Liberalism, What’s Next?",Culture,3
You’ll Need a Lot of Popcorn,Culture,3
Rutgers is out in front with the latest form of gamesmanship. Just watch the Mr. Trololo video to understand how this tactic might work.,Sports,0
Low-Cost Housing Pioneer Wins Pritzker,Culture,3
"Apple gave us the modern smartphone. Now, it can create a new take on the device by encouraging us to use it more deliberately — and a lot less.",Business,1
Why It’s So Hard to Invest With a Social Conscience,Business,1
Scouring  Our Clicks  For Clues  To Our Health,Business,1
"‘Better Call Saul’ Season 3, Episode 5: The Long Con",Culture,3
"This knockabout farce from London trades on the perverse comfort of watching things go smash in a safe, contained environment.",Culture,3
Maia proves to be a character with no moral center or desires of her own.,Culture,3
Pharmaceutical companies have enlisted the support of a prominent anti-addiction advocate as they battle the perception that they created an epidemic.,Business,1
It Was Only a Matter of Time: Here Comes an App for Fake Videos,Business,1
When Elder Abuse Is Self-Inflicted,Science,2
"The Commerce Department said foreign metals posed a threat to national security, setting the stage for President Trump to consider stiff tariffs.",Business,1
"Some women work just as much after having children, but employers pay them less, too, assuming they will be less committed, research shows.",Business,1
Baseball’s Fast Forward (At Slow Speed),Sports,0
"Cheerleaders are a regular presence on N.F.L. teams’ official social media accounts, but the teams exert restrictions on how individual cheerleaders use their own personal profiles.",Sports,0
"By telling Matt Harvey he was suspended for a rules violation on the morning of a scheduled start, the Mets chastised a pitcher on whom they once relied.",Sports,0
"Noah Syndergaard, who throws the hardest fastball among starters, wanted more this season, a goal that was noble, perhaps, but ultimately reckless.",Sports,0
"Gamelike methods can effectively motivate workers, in the right circumstances. But as United Airlines recently showed, they can also be alienating.",Business,1
"Amid a data scandal this week, Mr. Zuckerberg, Facebook’s chief executive, and Sheryl Sandberg, chief operating officer, have been nowhere to be found in public.",Business,1
Cheesecake for the Soul: A Cafe Dedicated to ‘The Golden Girls’ Opens,Culture,3
The Spy Best Loved By Gen Xers,Culture,3
A high-end event founded by Ja Rule and the entrepreneur Billy McFarland was supposed to feature shows and yachts. Attendees found chaos instead.,Culture,3
‘The Assassination of Gianni Versace’ Episode 3: Death or Disgrace?,Culture,3
Fervent Defense of Tariffs (Unless Trump Flip-Flops),Business,1
"A big deposit from the I.R.S. unexpectedly shows up in your bank account. What should you do? First off, don’t spend it. You may be a victim of identity fraud.",Business,1
OpenTable Says Employee Used Rival Service to Book Hundreds of Fake Restaurant Reservations,Business,1
"End of the World, in Jersey",Culture,3
"The teams’ meetings, at least since 2003, have tended to be high-stakes, but they did not deliver a knockout blow this time, in a 1-1 draw.",Sports,0
Greg Keller’s two-character play encourages the audience to wonder: Just what’s up with that guy nearby?,Culture,3
Mind: Diabetes May Harm the Brain,Science,2
"Major League Baseball plans to experiment with a rule change in two rookie leagues this summer, placing a runner on second at the start of extra innings to expedite scoring.",Sports,0
"The president said he would sign the measure next week. Stock markets, foreign officials and Republicans were rattled by the news.",Business,1
Target Margin Theater’s tantalizing reconception of “The Thousand and One Nights” reminds us that there have always been unreliable narrators.,Culture,3
"This Year, Their Year",Sports,0
"Tell Us: What Commercials Do You Love, Hate, or Love to Hate?",Business,1
"Millions of men get treatments for “low T,” though efficacy is limited and evidence of its safety is lacking.",Science,2
The Spin Move,Sports,0
The Keen Company’s limpid revival of A.R. Gurney’s 1993 play makes a case for this eloquent portrait of a man who can’t change.,Culture,3
